"2814","Percy Williams Junior Public School","35 White Heather Blvd","Toronto","M1V1P6","Toronto DSB","438014","Yes"," "," 
","0"
"2815","Perth Ave. Jr PS","14 Ruskin Ave","Toronto","M6P3P8","Toronto DSB","441554",," ","Yes
","0"
"2816","Pope Paul VI C.S.","270 Laughton Ave","Toronto","M6N2X5","Toronto CDSB","751405","Yes"," "," 
","0"
"2817","Precious Blood CS","1035 Pharmacy Ave","Toronto","M1R2G8","Toronto CDSB","751634","Yes"," "," 
","0"
"2818","Prince of Peace Catholic School","255 Alton Towers Cir","Toronto","M1V4E7","Toronto CDSB","752690","Yes"," "," 
","0"
"2819","Queen Alexandra Middle S.","181 Broadview Ave","Toronto","M4M2G3","Toronto DSB","461830","Yes"," "," 
","0"
"2820","Queen Victoria Jr PS","100 Close Ave","Toronto","M6K2V3","Toronto DSB","465739","Yes","Yes"," 
","0"
"2821","R.H. King Academy","3800 St Clair Ave E","Toronto","M1M1V3","Toronto DSB","937266","Yes"," "," 
","0"
"2822","Ranchdale P.S.","60 Ranchdale","Toronto","M3A2M3","Toronto DSB","474541","Yes"," "," 
","0"
"2823","Regal Rd. Jr PS","95 Regal Rd","Toronto","M6H2J6","Toronto DSB","479640","Yes"," "," 
","0"
"2824","Richview Collegiate Institute","1738 Islington Ave","Toronto","M9A3N2","Toronto DSB","938173","Yes"," "," 
","0"
"2825","Rivercrest Junior School","30 Harefield Dr","Toronto","M9W4C9","Toronto DSB","485756","Yes"," "," 
","0"
"2826","Riverdale C.I.","1094 Gerrard St E","Toronto","M4M2A1","Toronto DSB","939080","Yes"," "," 
","0"
"2827","Rockcliffe Middle School","400 Rockcliffe Blvd","Toronto","M6N4R8","Toronto DSB","488348","Yes"," ","Yes
","0"
"2828","Rockford P.S.","50 Rockford","Toronto","M2R3A7","Toronto DSB","488488","Yes"," "," 
","0"
"2829","Roden Jr PS","151 Hiawatha Rd","Toronto","M4L2Y1","Toronto DSB","489000","Yes"," "," 
","0"
"2830","Rose Ave. PS","675 Ontario St","Toronto","M4X1N4","Toronto DSB","490300","Yes","Yes"," 
","0"
"2831","Rouge Valley P.S.","30 Dunford","Toronto","M1B4X3","Toronto DSB","493120","Yes"," "," 
","0"
"2832","Runnymede CI","569 Jane St","Toronto","M6S4A3","Toronto DSB","939609","Yes"," "," 
","0"
"2833","Ryerson Community School","96 Denison Ave","Toronto","M5T1E4","Toronto DSB","495506","Yes","Yes"," 
","0"
"2834","Sacred Heart C.S.","75 Hupfield Trail","Toronto","M1B4S3","Toronto CDSB","756334","Yes"," "," 
","0"
"2835","Santa Maria C.S.","25 Avon Ave","Toronto","M6N4X8","Toronto CDSB","763462","Yes"," "," 
","0"
"2836","SATEC @ WA Porter CI","40 Fairfax Cres","Toronto","M1L1Z9","Toronto DSB","949744","Yes"," "," 
","0"
"2837","Scarborough Centre for Alternative Studies","720 Midland Avenue","Toronto","M1K4C9","Toronto DSB","940445",,"Yes","Yes
","0"
"2838","Scarlett Heights Entrepreneurial","15 Trehorne Dr","Toronto","M9P1N8","Toronto DSB","940518","Yes"," "," 
","0"
"2839","School of Experiential Education","40 McArthur St","Toronto","M9P3M7","Toronto DSB","940623",,"Yes"," 
","0"
"2840","School of Life Experience","24 Mountjoy Ave","Toronto","M4J1J6","Toronto DSB","940720","Yes"," "," 
","0"
"2841","SEED Alternative","885 Dundas St E","Toronto","M4M1R4","Toronto DSB","936669","Yes","Yes"," 
","0"
"2842","Selwyn Elementary School","1 Selwyn Ave","Toronto","M4B3J9","Toronto DSB","505250","Yes"," "," 
","0"
"2843","Senator O'Connor College School","60 Rowena Drive","Toronto","M3A3R2","Toronto CDSB","763772","Yes"," "," 
","0"
"2844","Shirley St Jr PS","38 Shirley St","Toronto","M6K1S9","Toronto DSB","511102","Yes"," "," 
","0"
"2845","Silverthorn C.I.","291 Mill","Toronto","M9C1Y5","Toronto DSB","941425","Yes"," "," 
","0"
"2846","Silverthorn Community School","300 Kane Ave","Toronto","M6M3P1","Toronto DSB","287300","Yes","Yes"," 
","0"
"2847","Sir Ernest MacMillan Sr. P.S.","149 Huntsmill Blvd","Toronto","M1W2Y2","Toronto DSB","515337","Yes"," "," 
","0"
"2848","Sir Oliver Mowat C.I","5400 Lawrence Ave E","Toronto","M1C2C6","Toronto DSB","941972","Yes"," "," 
","0"
"2849","Sir Wilfrid Laurier C.I.","145 Guildwood Pkwy","Toronto","M1E1P5","Toronto DSB","942200","Yes"," "," 
","0"
"2850","Sir William Osler H.S.","1050 Huntingwood Dr","Toronto","M1S3H5","Toronto DSB","942367","Yes"," "," 
","0"
"2851","South East Year Round Alternative Centre","720 Midland Avenue","Toronto","M1K4C9","Toronto DSB","960413","Yes","Yes","Yes
","0"
"2852","Sprucecourt Jr PS","70 Spruce St","Toronto","M5A2J1","Toronto DSB","528269","Yes","Yes"," 
","0"
"2853","St Aidan C.S.","3521 Finch Ave E","Toronto","M1W2S2","Toronto CDSB","765759","Yes"," "," 
","0"
"2854","St Albert CS","1125 Midland Ave","Toronto","M1K4H2","Toronto CDSB","766038","Yes"," "," 
","0"
"2855","St Angela C.S.","220 Mount Olive Dr","Toronto","M9V3Z5","Toronto CDSB","769525","Yes"," "," 
","0"
"2856","St Anthony's C.S.","130 Shanly Street","Toronto","M6H1L9","Toronto CDSB","773735","Yes"," "," 
","0"
"2857","St Augustine C.S.","98 Shoreham Dr","Toronto","M3N1S9","Toronto CDSB","775444","Yes"," "," 
","0"
"2858","St Barbara C.S.","25 Janray Dr","Toronto","M1G1Y2","Toronto CDSB","775819","Yes"," "," 
","0"
"2859","St Barnabas C.S.","30 Washburn Way","Toronto","M1B1H3","Toronto CDSB","775843","Yes"," "," 
","0"
"2860","St Bartholomew C.S.","51 Heather Rd","Toronto","M1S2E2","Toronto CDSB","776637","Yes"," "," 
","0"
"2861","St Basil-the-Great College School","20 Starview Lane","Toronto","M9M3B2","Toronto CDSB","776360","Yes"," "," 
","0"
"2862","St Bede Catholic School","521 Sewells Rd","Toronto","M1B5H3","Toronto CDSB","776700","Yes"," "," 
","0"
"2863","St Bernard C.S.","12 Duckworth St","Toronto","M6M4W4","Toronto CDSB","778800","Yes"," "," 
","0"
"2864","St Bruno C.S.","402 Melita Cres","Toronto","M6G3X6","Toronto CDSB","781118","Yes"," "," 
","0"
"2865","St Catherine C.S.","30 Roanoke Rd","Toronto","M3A1E9","Toronto CDSB","781380","Yes"," "," 
","0"
"2866","St Charles Garnier C.S.","20 Stong Crt","Toronto","M3N2X9","Toronto CDSB","783510","Yes"," "," 
","0"
"2867","St Clare C.S.","124 Northcliffe Blvd","Toronto","M6E3K4","Toronto CDSB","784389","Yes"," "," 
","0"
"2868","St Columba C.S.","10 John Tabor Trail","Toronto","M1B1M9","Toronto CDSB","784990","Yes"," "," 
","0"
"2869","St Conrad C.S.","610 Roding St","Toronto","M3M2A5","Toronto CDSB","785334","Yes"," "," 
","0"
"2870","St Dorothy C.S.","155 John Garland Blvd","Toronto","M9V1N7","Toronto CDSB","787353","Yes"," "," 
","0"
"2871","St Dunstan C.S.","14 Pharmacy Ave","Toronto","M1L3E4","Toronto CDSB","787388","Yes"," "," 
","0"
"2872","St Edmund Campion C.S.","30 Highcastle Rd","Toronto","M1E4N1","Toronto CDSB","787663","Yes"," "," 
","0"
"2873","St Florence CS","101 Murison Blvd","Toronto","M1B2L6","Toronto CDSB","789992","Yes"," "," 
","0"
"2874","St Francis de Sales C.S.","333 Firgrove Cres","Toronto","M3N1K9","Toronto CDSB","791946","Yes","Yes"," 
","0"
"2875","St Francis Xavier C.S.","53 Gracefield Ave","Toronto","M6L1L3","Toronto CDSB","792454","Yes"," "," 
","0"
"2876","St Gabriel Lalemant C.S.","160 Crow Trail","Toronto","M1B1Y3","Toronto CDSB","793868","Yes"," "," 
","0"
"2877","St Helen C.S.","1196 College St","Toronto","M6H1B8","Toronto CDSB","796611","Yes"," "," 
","0"
"2878","St Henry CS","100 Bamburgh Circle","Toronto","M1W3R3","Toronto CDSB","797073","Yes"," "," 
","0"
"2879","St Isaac Jogues C.S.","1330 York Mills Rd","Toronto","M3A1Z8","Toronto CDSB","798290","Yes"," "," 
","0"
"2880","St James C.S.","230 Humbercrest Blvd","Toronto","M6S4L3","Toronto CDSB","799343","Yes"," "," 
","0"
"2881","St Jean de Brebeuf Catholic School","101 Dean Park Rd","Toronto","M1B2X2","Toronto CDSB","800406","Yes"," "," 
","0"
"2882","St Jerome C.S.","111 Sharpecroft Blvd","Toronto","M3J1P5","Toronto CDSB","800775","Yes"," "," 
","0"
"2883","St John Bosco C E.S.","75 Holmesdale Rd","Toronto","M6E1Y2","Toronto CDSB","850306","Yes"," "," 
","0"
"2884","St John the Evangelist C.S.","23 George St","Toronto","M9N2B4","Toronto CDSB","802468","Yes"," "," 
","0"
"2885","St John Vianney CS","105 Thistledown Blvd","Toronto","M9V1J5","Toronto CDSB","805866","Yes"," "," 
","0"
"2886","St Josaphat C.S.","55 Pelham Ave","Toronto","M6N1A5","Toronto CDSB","805971","Yes"," "," 
","0"
"2887","St Joseph CS","176 Leslie St","Toronto","M4M3C7","Toronto CDSB","811564","Yes"," "," 
","0"
"2888","St Joseph Morrow Park","3379 Bayview Ave","Toronto","M2M3S4","Toronto CDSB","815160","Yes"," "," 
","0"
"2889","St Joseph's College School - Wellesley","74 Wellesley St W","Toronto","M5S1C4","Toronto CDSB","814954","Yes"," "," 
","0"
"2890","St Jude C.S.","3251 Weston Rd","Toronto","M9M2T9","Toronto CDSB","816370","Yes"," "," 
","0"
"2891","St Lawrence C.S.","2216 Lawrence Ave E","Toronto","M1P2P9","Toronto CDSB","817287","Yes"," "," 
","0"
"2892","St Leo CS","165 Stanley Ave","Toronto","M8V1P1","Toronto CDSB","818194","Yes"," "," 
","0"
"2893","St Luigi C.S.","2 Ruskin Ave","Toronto","M6P3P8","Toronto CDSB","820610","Yes"," "," 
","0"
"2894","St Luke C.S.","319 Ossington Ave","Toronto","M6J3A6","Toronto CDSB","820814","Yes"," "," 
","0"
"2895","St Marcellus CS","15 Denfield St","Toronto","M9R3H2","Toronto CDSB","821055","Yes"," "," 
","0"
"2896","St Marguerite Bourgeoys CS","75 Alexmuir Blvd","Toronto","M1V1H6","Toronto CDSB","689998","Yes"," "," 
","0"
"2897","St Maria Goretti CS","21 Kenmark Blvd","Toronto","M1K3N8","Toronto CDSB","822353","Yes"," "," 
","0"
"2898","St Mark C.S.","45 Cloverhill Rd","Toronto","M8Y1T4","Toronto CDSB","822876","Yes"," "," 
","0"
"2899","St Martha C.S.","1865 Sheppard Ave W","Toronto","M3L1Y5","Toronto CDSB","823597","Yes"," "," 
","0"
"2900","St Martin de Porres C.S.","230 Morningside Ave","Toronto","M1E3E1","Toronto CDSB","824305","Yes"," "," 
","0"
"2901","St Mary C.S.","20 Portugal Sq","Toronto","M6H1M4","Toronto CDSB","830933","Yes"," "," 
","0"
"2902","St Mary's Catholic SS","66 Dufferin Park Ave","Toronto","M6H1J6","Toronto CDSB","689831","Yes"," ","Yes
","0"
"2903","St Matthew C.S.","18 Lavender Rd","Toronto","M6N2B5","Toronto CDSB","832367","Yes"," "," 
","0"
"2904","St Maurice C.S.","45 Kingsview Blvd","Toronto","M9R1T7","Toronto CDSB","832405","Yes"," "," 
","0"
"2905","St Michael's Elementary C.S.","50 George St S","Toronto","M5A4B2","Toronto CDSB","834491","Yes"," "," 
","0"
"2906","St Nicholas CS","33 Amarillo Dr","Toronto","M1J2P7","Toronto CDSB","836133","Yes"," "," 
","0"
"2907","St Nicholas of Bari C.S.","363 Rogers Rd","Toronto","M6E1R6","Toronto CDSB","836435","Yes"," "," 
","0"
"2908","St Paschal Baylon C.S.","15 St Paschal Crt","Toronto","M2M1X6","Toronto CDSB","836656","Yes"," "," 
","0"
"2909","St Patrick C.S.S.","49 Felstead Ave","Toronto","M4J1G3","Toronto CDSB","838268","Yes"," "," 
","0"
"2910","St Paul CS","80 Sackville St","Toronto","M5A3E5","Toronto CDSB","842540","Yes"," "," 
","0"
"2911","St Paul's Basilica C.S.","80 Sackville St","Toronto","M5A3A8","Toronto CDSB","842540","Yes"," "," 
","0"
"2912","St Raymond C.S.","270 Barton Ave","Toronto","M6G1R4","Toronto CDSB","848743","Yes"," "," 
","0"
"2913","St Rita C.S.","178 Edwin Ave","Toronto","M6P3Z9","Toronto CDSB","849138","Yes"," "," 
","0"
"2914","St Roch C.S.","174 Duncanwoods Dr","Toronto","M9L2E3","Toronto CDSB","849812","Yes"," "," 
","0"
"2915","St Rose of Lima C.S.","3220 Lawrence Ave E","Toronto","M1H1A4","Toronto CDSB","850047","Yes"," "," 
","0"
"2916","St Sebastian CS","717 Brock Ave","Toronto","M6H3P1","Toronto CDSB","850209","Yes"," "," 
","0"
"2917","St Stephen C.S.","55 Golfdown Dr","Toronto","M9W2H8","Toronto CDSB","850829","Yes"," "," 
","0"
"2918","St Sylvester C.S.","260 Silver Springs Blvd","Toronto","M1V1S4","Toronto CDSB","851078","Yes"," "," 
","0"
"2919","St Teresa C.S.","110 Tenth St","Toronto","M8V3G1","Toronto CDSB","762296","Yes"," "," 
","0"
"2920","St Theresa Shrine C.S.","2665 Kingston Rd","Toronto","M1M1M2","Toronto CDSB","852511","Yes"," "," 
","0"
"2921","St Thomas More C.S.","2300 Ellesmere Rd","Toronto","M1G3M7","Toronto CDSB","855650","Yes"," "," 
","0"
"2922","St Timothy C.S.","25 Rochelle Cres","Toronto","M2J1Y3","Toronto CDSB","856541","Yes"," "," 
","0"
"2923","St Ursula","215 Livingston Rd","Toronto","M1E1L8","Toronto CDSB","856932","Yes"," "," 
","0"
"2924","St Wilfred C.S.","1685 Finch Ave W","Toronto","M3J2G8","Toronto CDSB","859036","Yes"," "," 
","0"
"2925","St. Agatha C.S.","49 Cathedral Bluffs Dr","Toronto","M1M2T6","Toronto CDSB","765023","Yes"," "," 
","0"
"2926","St. Alphonsus C.S.","60 Atlas Ave","Toronto","M6C3N9","Toronto CDSB","767913","Yes"," "," 
","0"
"2927","St. Ambrose C.S.","20 Coules","Toronto","M8W2N9","Toronto CDSB","768537","Yes"," "," 
","0"
"2928","St. Andre C.S.","36 Yvonne","Toronto","M1S3A4","Toronto CDSB","845182","Yes"," "," 
","0"
"2929","St. Benedict C.S.","2202 Kipling Ave","Toronto","M9W4K9","Toronto CDSB","776980","Yes"," "," 
","0"
"2930","St. Bonaventure C.S. ","1340 Leslie St","Toronto","M3C2K9","Toronto CDSB","780235","Yes"," "," 
","0"
"2931","St. Brigid C.S.","50 Woodmount","Toronto","M4C3X9","Toronto CDSB","780880","Yes"," "," 
","0"
"2932","St. Charles C.S.","50 Claver Ave","Toronto","M6B2W1","Toronto CDSB","782963","Yes"," "," 
","0"
"2933","St. Demetrius C.S.","125 LaRose","Toronto","M9P1A6","Toronto CDSB","786276","Yes"," "," 
","0"
"2934","St. Dominic Savio C.S. ","50 Tideswell Blvd","Toronto","M1B5X3","Toronto CDSB","786756","Yes"," "," 
","0"
"2935","St. Edward C.S.","21 Eddfield","Toronto","M2N1A9","Toronto CDSB","788163","Yes"," "," 
","0"
"2936","St. Elizabeth Seton C.S.","25 Havenview","Toronto","M1S3A4","Toronto CDSB","789100","Yes"," "," 
","0"
"2937","St. Eugene C.S.","30 Westroyal Rd","Toronto","M9P2C3","Toronto CDSB","789690","Yes"," "," 
","0"
"2938","St. Gabriel C.S.","396 Spring Garden","Toronto","M1S3A4","Toronto CDSB","793620","Yes"," "," 
","0"
"2939","St. Ignatius of Loyola C.S.","2350 McCowan Rd","Toronto","M1S4B4","Toronto CDSB","798215","Yes"," "," 
","0"
"2940","St. Joachim C.S.","3395 St Clair Ave E","Toronto","M1L1W3","Toronto CDSB","801160","Yes"," "," 
","0"
"2941","St. John Paul II Catholic Secondary School","685 Military Trail","Toronto","M1E4P6","Toronto CDSB","751537","Yes"," "," 
","0"
"2942","St. John XXIII (formerly Blessed John XXIII)","175 Grenoble Dr","Toronto","M3C3E7","Toronto CDSB","724122","Yes"," "," 
","0"
"2943","St. Kateri Tekakwitha C.S.","70 Margaret Ave","Toronto","M2J4C5","Toronto CDSB","689807","Yes"," "," 
","0"
"2944","St. Kevin C.S.","15 Murray Glen Dr","Toronto","M1R3J6","Toronto CDSB","816760","Yes"," "," 
","0"
"2945","St. Louis C.S.","11 Morgan Ave","Toronto","M8Y2Z7","Toronto CDSB","819239","Yes"," "," 
","0"
"2946","St. Margaret C.S.","85 Carmichael Ave","Toronto","M5M2X1","Toronto CDSB","821578","Yes"," "," 
","0"
"2947","St. Monica","14 Broadway Ave","Toronto","M4P1T4","Toronto CDSB","835480","Yes"," "," 
","0"
"2948","St. Raphael Catholic School","3 Gade Dr","Toronto","M3M2K2","Toronto CDSB","848220","Yes"," "," 
","0"
"2949","St. Richard C.S.","960 Bellamy Rd N","Toronto","M1H1H1","Toronto CDSB","848875","Yes"," "," 
","0"
"2950","St. Robert C.S.","70 BAINBRIDGE AVE","Toronto","M3H2K2","Toronto CDSB","849650","Yes"," "," 
","0"
"2951","St. Simon C.S. ","20 Wallasey Ave","Toronto","M9M1E2","Toronto CDSB","850381","Yes"," "," 
","0"
"2952","St. Thomas Aquinas C.S.","636 Glenholme Ave","Toronto","M6E3G9","Toronto CDSB","855243","Yes"," "," 
","0"
"2953","Stella Maris C.S.","31 Ascot Ave","Toronto","M6E1E6","Toronto CDSB","859591","Yes"," "," 
","0"
"2954","Stephen Leacock C.I.","2450 Birchmount Rd","Toronto","M1T2M5","Toronto DSB","945250","Yes"," "," 
","0"
"2955","Subway Academy I ","16 Phin Ave","Toronto","M4J3T2","Toronto DSB","946192","Yes"," "," 
","0"
"2956","Subway Academy II","64 Baldwin St","Toronto","M5T1L4","Toronto DSB","946338","Yes"," "," 
","0"
"2957","Sunny View PS","450 Blythwood Rd","Toronto","M4N1A9","Toronto DSB","543349","Yes"," "," 
","0"
"2958","Terraview-Willowfield Public School","95 Pachino Blvd","Toronto","M1R4K1","Toronto DSB","609900","Yes"," "," 
","0"
"2959","The Grove Community S","8 Gladstone Avenue","Toronto","M6J3L2","Toronto DSB","526890","Yes"," "," 
","0"
"2960","The Waterfront School","635 Queen's Quay W","Toronto","M5V3G3","Toronto DSB","555169","Yes"," "," 
","0"
"2961","Thistletown C.I.","20 Fordwich Cres","Toronto","M9W2T4","Toronto DSB","947407","Yes","Yes"," 
","0"
"2962","Three Valleys Public School","76 Three Valleys Dr","Toronto","M3A3B7","Toronto DSB","553093","Yes"," "," 
","0"
"2963","Timberbank Junior Public School","170 Timberbank Blvd","Toronto","M1W2A3","Toronto DSB","556793","Yes"," "," 
","0"
"2964","Vaughan Rd. Academy","529 Vaughan Rd","Toronto","M6C2R1","Toronto DSB","949221","Yes"," "," 
","0"
"2965","Victoria Park C.I.","15 Wallingford Rd","Toronto","M3A2V1","Toronto DSB","949353","Yes","Yes"," 
","0"
"2966","West End Alternative S.S.","777 Bloor St W","Toronto","M6G1L6","Toronto DSB","928852","Yes","Yes"," 
","0"
"2967","West Hill C.I.","350 Morningside Ave","Toronto","M1E3G3","Toronto DSB","951560","Yes"," "," 
","0"
"2968","West Humber C.I.","1675 Martin Grove Rd","Toronto","M9V3S3","Toronto DSB","951749","Yes"," "," 
","0"
"2969","West Preparatory Jr. P.S.","70 Ridge Hill Dr","Toronto","M6C2J6","Toronto DSB","597554","Yes"," "," 
","0"
"2970","Western Technical Commercial School","125 Evelyn Cres","Toronto","M6P3E3","Toronto DSB","951951","Yes"," "," 
","0"
"2971","Westmount Jr PS","95 Chapman Rd","Toronto","M9P1E9","Toronto DSB","602108","Yes"," "," 
","0"
"2972","Weston CI","100 Pine St","Toronto","M9N2Y9","Toronto DSB","952605","Yes"," "," 
","0"
"2973","Westview Centennial S.S.","755 Oakdale Rd","Toronto","M3N1W7","Toronto DSB","952818","Yes","Yes"," 
","0"
"2974","Westwood Middle School","994 Carlaw Ave","Toronto","M4K3M6","Toronto DSB","603406","Yes"," "," 
","0"
"2975","Wexford Collegiate School for the Arts","1176 Pharmacy Ave","Toronto","M1R2H7","Toronto DSB","952990","Yes"," "," 
","0"
"2976","Wilkinson Jr PS","53 Donlands Ave","Toronto","M4J3N7","Toronto DSB","607177","Yes"," "," 
","0"
"2977","William G Miller Public School","60 Bennett Rd","Toronto","M1E3Y3","Toronto DSB","607568","Yes"," "," 
","0"
"2978","Willowdale Middle School","225 Senlac Rd","Toronto","M2R1P6","Toronto DSB","609773","Yes"," "," 
","0"
"2979","Winchester PS","15 Prospect St","Toronto","M4X1C7","Toronto DSB","613282","Yes","Yes"," 
","0"
"2980","Winona Drive Senior PS","101 Winona Dr","Toronto","M6G3S8","Toronto DSB","615366","Yes"," "," 
","0"
"2981","Winston Churchill C.I.","2239 Lawrence Ave E","Toronto","M1P2P7","Toronto DSB","954039","Yes"," "," 
","0"
"2982","Woburn C.I.","2222 Ellesmere Rd","Toronto","M1G3M3","Toronto DSB","954160","Yes"," "," 
","0"
"2983","Woodbine Jr H.S.","2900 Don Mills Rd E","Toronto","M2J3B6","Toronto DSB","954373","Yes"," "," 
","0"
"2984","York Humber S.S.","100 Emmett Ave","Toronto","M6M2E6","Toronto DSB","954640","Yes"," "," 
","0"
"2985","York Memorial C.I.","2690 Eglinton Ave W","Toronto","M6M1T9","Toronto DSB","954683","Yes","Yes"," 
","0"
"2986","Yorkdale SS","38 Orfus Rd","Toronto","M6A1L6","Toronto DSB","954942","Yes","Yes"," 
","0"
"2987","Zion Heights Jr. High School","5900 Leslie St","Toronto","M2H1J9","Toronto DSB","954993","Yes"," "," 
","0"
"2988","Ancaster P.S.","44 Ancaster Rd","Toronto ","M3K1S6","Toronto DSB","18929","Yes",,"
","0"
"2989","Blessed Cardinal Newman Catholic High School","100 BRIMLEY RD","Toronto ","M1M3X4","Toronto CDSB","694193","Yes"," "," 
","0"
"2990","Blessed Trinity Catholic School","3205 Bayview Ave","Toronto ","M2K1G3","Toronto CDSB","690660","Yes"," "," 
","0"
"2991","Downtown Vocal Music Academy of Toronto","96 Dennison Avenue","Toronto ","M5T1E4","Toronto DSB","491997","Yes"," "," 
","0"
"2992","Kipling C.I.","380 The Westway","Toronto ","M9R1H4","Toronto DSB","920231","Yes"," "," 
","0"
"2993","Morrish Public School","61 Canmore Blvd","Toronto ","M1C3T7","Toronto DSB","373559","Yes"," "," 
","0"
"2994","Regina Mundi","70 Playfair Ave","Toronto ","M6B2P9","Toronto CDSB","752819","Yes"," "," 
","0"
"2995","St. Rene Goupil ","44 Port Royal Trail","Toronto ","M1V2G8","Toronto CDSB","849243","Yes"," "," 
","0"
"2996","Sts. Cosmas and Damian C.S.","111 Danesbury Ave","Toronto ","M6B3L3","Toronto CDSB","784435","Yes"," "," 
","0"
"2997","Yorkview P.S.","130 Yorkview Dr","Toronto ","M2R1K1","Toronto DSB","624594","Yes"," "," 
","0"
"2998","Tecumseth South E.S.","2124 10TH SIDEROAD RR 3","Tottemham","L0G1W0","Simcoe County DSB","521248","Yes",,"Yes
","0"
"2999","Father F.X. O'Reilly School","235 Queen St N","Tottenham","L0G1W0","Simcoe Muskoka CDSB","706930","Yes","Yes","
","0"
"3000","St. James School","7332 St James Lane RR 1","Tottenham","L0G1W0","Simcoe Muskoka CDSB","798436","Yes","Yes","
","0"
"3001","Tottenham Public School","21 Rogers Rd","Tottenham","L0G1W0","Simcoe County DSB","559075","Yes",,"
","0"
"3002","Murray Centennial Public School","654 County Rd 40 1","Trenton","K8V5P4","Kawartha Pine Ridge DSB","380733","Yes",,"Yes
","0"
"3003","Aldergrove Public School","150 Aldergrove Dr","Unionville","L3R6Z8","York Region DSB","14176","Yes",,"
","0"
"3004","Bill Crothers Secondary School","44 Main Street","Unionville","L3R2E4","York Region DSB","939585","Yes",,"Yes
","0"
"3005","Milliken Mills High School","7522 Kennedy Rd","Unionville","L3R9S5","York Region DSB","926817","Yes",,"
","0"
"3006","Milliken Mills Public School","289 Risebrough Circuit","Unionville","L3R3J3","York Region DSB","365190","Yes",,"
","0"
"3007","Parkview Public School","22 Fonthill Blvd","Unionville","L3R1V6","York Region DSB","435546","Yes",,"
","0"
"3008","St. Benedict CES","50 Aldergrove Dr","Unionville","L3R7E4","York CDSB","777161",,,"Yes
","0"
"3009","St. Matthew CES","75 Waterbridge Lane","Unionville","L3R4G3","York CDSB","832383",,,"Yes
","0"
"3010","Upsala PS ","5006 Highway 17","Upsala","P0T2Y0","Keewatin-Patricia DSB","566489","Yes",,"
","0"
"3011","V K Greer Memorial","130 Muskoka Rd. 10 Rd.","Utterson","P0B1M0","Trillium Lakelands DSB","568694","Yes",,"
","0"
"3012","Watt Public","2794 Hwy 141 RR 1","Utterson","P0B1M0","Trillium Lakelands DSB","590002","Yes",,"
","0"
"3013","Quaker Village Public School","295 Brock St W","Uxbridge","L9P1G1","Durham DSB","461423",,,"Yes
","0"
"3014","Uxbridge Secondary School","127 Planks Lane","Uxbridge","L9P1K5","Durham DSB","948969","Yes",,"
","0"
"3015","Confederation SS","1918 Main Street","Val Caron","P3N1B4","Rainbow DSB","895237","Yes",,"Yes
","0"
"3016","E Sec l'Horizon","1650 Valleyview chemin","Val Caron","P3N1S2","CSDC du Nouvel-Ontario","705080","Yes",," 
","0"
"3017","E Elem C Saint-Gregoire","50 Home rue","Vankleek Hill","K0B1R0","CSDC de l'Est ontarien","795186","Yes",,"
","0"
"3018","Pleasant Corners PS","4099 Highway 34 1","Vankleek Hill","K0B1R0","Upper Canada DSB","452297","Yes",,"
","0"
"3019","Vankleek Hill CI","5814 Highway 34","Vankleek Hill","K0B1R0","Upper Canada DSB","949094","Yes",,"
","0"
"3020","Anne Frank Public School","431 Ilan Ramon Blvd","Vaughan","L6A0X2","York Region DSB","112387",,,"Yes
","0"
"3021","Rosedale Heights Public School","300 Rosedale Heights","Vaughan","L4J6Y8","York Region DSB","491144",,,"Yes
","0"
"3022","St. Clement Catholic Elementary School","40 Bainbridge Ave","Vaughan","L4L3T1","York CDSB","783927",,,"Yes
","0"
"3023","St. John Bosco Catholic Elementary School","199 Belview Ave","Vaughan","L4L5N9","York CDSB","761079",,,"Yes
","0"
"3024","Teston Village P.S.","80 Murray Farm Lane","Vaughan","L6A3G1","York Region DSB","318387","Yes",,"Yes
","0"
"3025","Lillian Berg School","1 School Lane","Vermilion Bay","P0V2V0","Keewatin-Patricia DSB","570516","Yes",,"
","0"
"3026","E Sep -Marguerite d'Youville","73 Principale Est rue","Verner","P0H2M0","CSDC Franco-Nord","730335","Yes",,"
","0"
"3027","St. Antoine Daniel Catholic School","460 Park St","Victoria Harbour","L0K2A0","Simcoe Muskoka CDSB","775061","Yes",,"
","0"
"3028","Tay Shores Elementary School","722 Seventh Avenue","Victoria Harbour","L0K2A0","Simcoe County DSB","574287","Yes",,"Yes
","0"
"3029","Twenty Valley","..","Vineland","L0R2E0","..","578088",,,"Yes
","0"
"3030","St. Elizabeth","19M39 3 Hwy","Wainfleet","L0S1V0","Niagara CDSB","789330","Yes",,"
","0"
"3031","W. E. Brown","31870 Lee St","Wainfleet","L0S1V0","DSB Niagara","607436","Yes",,"
","0"
"3032","Winger","53220 Winger Rd","Wainfleet","L0S1V0","DSB Niagara","581178","Yes",,"
","0"
"3033","Mother Teresa School","81 Cemetery Rd","Walkerton","N0G2V0","Bruce-Grey CDSB","732800","Yes",,"
","0"
"3034","Sacred Heart High School","450 Robinson St","Walkerton","N0G2V0","Bruce-Grey CDSB","759430","Yes",,"
","0"
"3035","Walkerton District Community School","1320 Yonge St South","Walkerton","N0G2V0","Bluewater DSB","950262","Yes",,"
","0"
"3036","A. A. Wright","55 Elm St","Wallaceburg","N8A3M7","Lambton Kent DSB","78","Yes",,"
","0"
